Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-05-18 00:00:00+05:30,51.1511130181231,51.68279313974375,50.876107087631496,51.352787017822266,14967798,0.0,0.0
2015-05-19 00:00:00+05:30,51.33446101944849,52.764496135150026,50.63778017812965,50.87611770629883,6595326,0.0,0.0
2015-05-20 00:00:00+05:30,51.00445490632015,51.84780958780575,50.98612316310354,51.627803802490234,5168468,0.0,0.0
2015-05-21 00:00:00+05:30,51.517793850711726,51.682799418389145,50.85778152668766,51.151119232177734,2628801,0.0,0.0
2015-05-22 00:00:00+05:30,51.07778438677673,52.04947107594619,50.3811036458633,51.682796478271484,5380668,0.0,0.0
2015-05-25 00:00:00+05:30,51.97614148802453,52.58115863807976,51.719472217505334,52.471153259277344,5557091,0.0,0.0
2015-05-26 00:00:00+05:30,52.58116459007178,52.654496544231066,51.902815417371556,52.45282745361328,2220470,0.0,0.0
2015-05-27 00:00:00+05:30,52.452823739031366,52.65449281536743,51.99448040795536,52.5078239440918,1137269,0.0,0.0
2015-05-28 00:00:00+05:30,52.89283532620171,52.89283532620171,51.53613707687935,52.5078239440918,3848527,0.0,0.0
2015-05-29 00:00:00+05:30,52.251147922909254,52.96616044315353,51.79279967761136,52.69115447998047,3473570,0.0,0.0
2015-06-01 00:00:00+05:30,53.77285124837499,53.8645199107054,52.15948378602856,52.471153259277344,15815832,0.0,0.0
2015-06-02 00:00:00+05:30,52.25115585327149,52.397824727889066,51.829476000398564,52.251155853271484,4635659,0.0,0.0
2015-06-03 00:00:00+05:30,52.122817535325325,52.70949799377131,51.60946902584545,52.5078239440918,6029264,0.0,0.0
2015-06-04 00:00:00+05:30,52.43450886051829,53.222858648870535,52.21450299616893,52.92951583862305,8566490,0.0,0.0
2015-06-05 00:00:00+05:30,52.801162189711604,53.64451185815405,52.434487555894364,53.131168365478516,8696044,0.0,0.0
2015-06-08 00:00:00+05:30,53.33283384087935,53.791177102351135,52.78282192711321,53.589508056640625,4215142,0.0,0.0
2015-06-09 00:00:00+05:30,53.53451891093745,54.322868488737534,53.27784464219151,54.02952575683594,2699663,0.0,0.0
2015-06-10 00:00:00+05:30,54.102853240888706,54.34119074978929,53.60784150803806,53.95618438720703,2875048,0.0,0.0
2015-06-11 00:00:00+05:30,53.75451236822522,54.02951834414714,53.11283175774075,53.53451156616211,2113307,0.0,0.0
2015-06-12 00:00:00+05:30,53.35117117207461,53.516171764106225,52.1594786784722,53.31450271606445,2614529,0.0,0.0
2015-06-15 00:00:00+05:30,53.16784182113969,53.16784182113969,51.572806019437714,51.77447509765625,3574132,0.0,0.0
2015-06-16 00:00:00+05:30,51.62779774324212,53.03949597887885,51.517792376823415,52.83782196044922,2705206,0.0,0.0
2015-06-17 00:00:00+05:30,52.691153266318295,52.92949076757664,51.499460786683905,51.99447250366211,3030212,0.0,0.0
2015-06-18 00:00:00+05:30,51.81114290154193,52.324486435954555,51.64613731357129,52.04948043823242,4549773,0.0,0.0
2015-06-19 00:00:00+05:30,52.049482640523834,52.21448823547612,50.85778993330565,51.33446502685547,9119658,0.0,0.0
2015-06-22 00:00:00+05:30,51.64613258022821,52.14114432542914,51.481131980723205,51.81113815307617,1849073,0.0,0.0
2015-06-23 00:00:00+05:30,51.701135451128785,51.99447815430886,51.022791329213156,51.11445999145508,4200054,0.0,0.0
2015-06-24 00:00:00+05:30,50.98612696826233,51.536138985927586,50.98612696826233,51.27946472167969,3101425,0.0,0.0
