Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-05-18 00:00:00+05:30,166.76735843480895,167.22071538918638,165.11260831840258,165.97398376464844,1902932,0.0,0.0
2015-05-19 00:00:00+05:30,165.9286116083616,166.10995158621807,164.47786411480283,164.86322021484375,3367308,0.0,0.0
2015-05-20 00:00:00+05:30,165.06724228052255,165.56593761409923,162.93645941676488,163.8205108642578,3619042,0.0,0.0
2015-05-21 00:00:00+05:30,164.79520376301244,169.96346873431435,164.79520376301244,169.41944885253906,3494856,0.0,0.0
2015-05-22 00:00:00+05:30,170.66623544791656,170.71156007624802,167.37939744320184,169.89552307128906,1724948,0.0,0.0
2015-05-25 00:00:00+05:30,169.55546695731655,170.73419756954507,166.2006289343227,167.6967010498047,1558758,0.0,0.0
2015-05-26 00:00:00+05:30,167.2886934814453,170.64353172186142,166.767335821677,170.0088348388672,1825840,0.0,0.0
2015-05-27 00:00:00+05:30,169.5101577224912,174.08906560040637,168.6487823003937,173.6583709716797,2478570,0.0,0.0
2015-05-28 00:00:00+05:30,173.61301732052587,175.90246395904728,171.09687841371394,173.7943572998047,3353352,0.0,0.0
2015-05-29 00:00:00+05:30,173.1597102062318,178.50931722643006,172.70635321010118,177.28524780273438,6003508,0.0,0.0
2015-06-01 00:00:00+05:30,177.71589052990763,179.73333410705436,176.80917680271423,177.62521362304688,2859251,0.0,0.0
2015-06-02 00:00:00+05:30,177.7158992523631,178.3732722709842,173.40900883680837,173.86236572265625,2191899,0.0,0.0
2015-06-03 00:00:00+05:30,173.1823456224278,178.03327026170078,172.9103286999288,175.56246948242188,4210717,0.0,0.0
2015-06-04 00:00:00+05:30,175.4490968665896,177.21718577336839,173.74900871865754,176.15179443359375,2843287,0.0,0.0
2015-06-05 00:00:00+05:30,177.73856402752767,185.76298655246535,177.73856402752767,183.76821899414062,9218970,0.0,0.0
2015-06-08 00:00:00+05:30,184.22157722706694,187.66709239944356,181.0707412696522,181.77345275878906,6610246,0.0,0.0
2015-06-09 00:00:00+05:30,180.86672085935004,183.15616741793298,179.14395652796952,181.93209838867188,3662673,0.0,0.0
2015-06-10 00:00:00+05:30,182.1134600441444,184.42556901071586,181.90944391869226,183.56419372558594,4448352,0.0,0.0
2015-06-11 00:00:00+05:30,184.19891191561962,185.42298113943528,180.88941191842218,181.3881072998047,3080462,0.0,0.0
2015-06-12 00:00:00+05:30,181.38807334503616,181.79609173147767,178.44125390300474,179.57464599609375,3609449,0.0,0.0
2015-06-15 00:00:00+05:30,180.3680003332488,180.88935787081877,177.69319805912147,178.75857543945312,4389850,0.0,0.0
2015-06-16 00:00:00+05:30,179.0760115019817,180.6627609709866,178.3506375490794,180.1414031982422,5719136,0.0,0.0
2015-06-17 00:00:00+05:30,180.88938742612942,182.56681334492413,179.86933448951592,180.4813690185547,4690179,0.0,0.0
2015-06-18 00:00:00+05:30,182.38546399878754,182.38546399878754,177.987910643352,178.8719482421875,2862686,0.0,0.0
