Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-05-18 00:00:00+05:30,354.39980502266445,360.58007410207875,348.37405210057767,359.4405822753906,3014132,0.0,0.0
2015-05-19 00:00:00+05:30,359.22812956505913,361.8354305054507,355.3654615052198,360.8311462402344,2588934,0.0,0.0
2015-05-20 00:00:00+05:30,363.4770799664189,372.2646501781469,362.8011130270552,370.8547668457031,3073544,0.0,0.0
2015-05-21 00:00:00+05:30,372.3419446382721,376.2046132406176,370.81618582517393,374.7754211425781,2092768,0.0,0.0
2015-05-22 00:00:00+05:30,372.07142514714116,381.6315266497539,369.83108284351704,380.1444091796875,2995660,0.0,0.0
2015-05-25 00:00:00+05:30,380.472731827602,390.1294001480995,375.93409771696815,385.93841552734375,3291366,0.0,0.0
2015-05-26 00:00:00+05:30,386.1701484146464,388.9705820990737,380.6658477245652,383.7559814453125,2462108,0.0,0.0
2015-05-27 00:00:00+05:30,382.4040593826825,388.17875166125765,380.2023343256122,382.98345947265625,2945442,0.0,0.0
2015-05-28 00:00:00+05:30,380.89764820147,384.9727814400199,370.23669489918956,378.5800476074219,3337232,0.0,0.0
2015-05-29 00:00:00+05:30,376.9964174189958,403.6294958749503,371.5886819232315,390.419189453125,11358676,0.0,0.0
2015-06-01 00:00:00+05:30,383.48572533033615,385.6874510983475,374.3891456956167,375.9535217285156,2304588,0.0,0.0
2015-06-02 00:00:00+05:30,377.38267780389015,381.2067286981612,365.67879803855163,367.99639892578125,2331440,0.0,0.0
2015-06-03 00:00:00+05:30,368.9813496512062,373.1337176268675,360.1744715900906,367.84185791015625,3619974,0.0,0.0
2015-06-04 00:00:00+05:30,363.90195644797944,366.4899488198587,360.88908001056495,363.3418884277344,3107452,0.0,0.0
2015-06-05 00:00:00+05:30,363.476997695775,366.5285143331255,357.489863302274,358.841796875,3000646,0.0,0.0
2015-06-08 00:00:00+05:30,354.9792085282242,358.4556099175104,352.642298976153,354.95989990234375,2978860,0.0,0.0
2015-06-09 00:00:00+05:30,353.4534081688992,357.29676729989023,348.1229313827309,352.0435485839844,2442408,0.0,0.0
2015-06-10 00:00:00+05:30,353.4341885529504,365.4084616077498,351.4062874710892,364.0758361816406,5172246,0.0,0.0
2015-06-11 00:00:00+05:30,363.110140856814,365.0028578168656,351.69596036731315,353.3569030761719,3641272,0.0,0.0
2015-06-12 00:00:00+05:30,353.00916334216674,353.00916334216674,340.9769456348235,346.23016357421875,3693056,0.0,0.0
2015-06-15 00:00:00+05:30,347.2539232589689,356.466378867253,344.16378823552975,350.7496337890625,1717342,0.0,0.0
2015-06-16 00:00:00+05:30,351.38686373069197,352.14008860094657,347.02205421383474,350.07354736328125,1778324,0.0,0.0
2015-06-17 00:00:00+05:30,351.5606884816509,354.8246236263356,347.4855554485903,350.07354736328125,2501764,0.0,0.0
2015-06-18 00:00:00+05:30,353.58864360548733,355.5779035106648,349.26245066357217,352.9512939453125,2637416,0.0,0.0
2015-06-19 00:00:00+05:30,353.45344662777177,362.12514139556197,352.95130448020774,354.6701965332031,3563616,0.0,0.0
2015-06-22 00:00:00+05:30,355.0563973477082,361.35254058718374,352.2752720636147,359.8267822265625,1651062,0.0,0.0
2015-06-23 00:00:00+05:30,362.9748707283779,366.7023307310286,357.39331145974285,358.24310302734375,2200268,0.0,0.0
2015-06-24 00:00:00+05:30,358.84188436046463,364.59726954642707,358.64875094584653,362.3569030761719,2617310,0.0,0.0
2015-06-25 00:00:00+05:30,359.22816030767893,360.4062694515811,352.9706328000512,357.7217102050781,3102502,0.0,0.0
2015-06-26 00:00:00+05:30,358.0693647255627,370.8161705895795,358.0693647255627,369.7539367675781,3170238,0.0,0.0
2015-06-29 00:00:00+05:30,360.00065847491265,366.74101886646474,355.13370621342625,358.610107421875,2336726,0.0,0.0
2015-06-30 00:00:00+05:30,358.28176671485477,359.0543003172051,351.88905587057667,355.2688903808594,3974968,0.0,0.0
2015-07-01 00:00:00+05:30,354.3032952632697,366.5672686888449,354.24534580099413,364.6552429199219,2148066,0.0,0.0
2015-07-02 00:00:00+05:30,365.0994948462128,370.7969318748129,363.28403562023226,368.6917724609375,1977048,0.0,0.0
2015-07-03 00:00:00+05:30,365.79467682869205,374.2925468289362,363.0908091013416,372.7088623046875,1725652,0.0,0.0
2015-07-06 00:00:00+05:30,365.0607110664026,376.80323018153985,364.4426936712279,374.6594543457031,1624082,0.0,0.0
2015-07-07 00:00:00+05:30,372.74754651771383,373.8290890877746,360.3870061150539,361.66168212890625,2544644,0.0,0.0
2015-07-08 00:00:00+05:30,357.2967071369658,365.79457476616926,357.2967071369658,360.3868408203125,2349626,0.0,0.0
2015-07-09 00:00:00+05:30,362.70441335166726,362.70441335166726,352.37177963797495,354.38037109375,2299680,0.0,0.0
2015-07-10 00:00:00+05:30,359.2281026121187,359.2281026121187,354.22594313476856,357.5478515625,2360456,0.0,0.0
2015-07-13 00:00:00+05:30,361.1207461704616,371.97483097736415,361.00484730013267,371.14434814453125,2415516,0.0,0.0
2015-07-14 00:00:00+05:30,371.97492148262984,373.9062554467141,366.1809195903771,368.865478515625,2424140,0.0,0.0
2015-07-15 00:00:00+05:30,367.706670149633,369.83113746397675,364.24957771384834,366.2388610839844,2391962,0.0,0.0
2015-07-16 00:00:00+05:30,370.35252908132145,372.20660463547057,365.04136164316776,369.4834289550781,1770108,0.0,0.0
2015-07-17 00:00:00+05:30,371.9749248623642,375.8375928256287,367.93843212558204,369.039306640625,2073870,0.0,0.0
2015-07-20 00:00:00+05:30,369.5414924274824,370.73891020724534,364.24963197732757,365.6595153808594,1413184,0.0,0.0
2015-07-21 00:00:00+05:30,366.3354084877522,382.4040964433121,366.14227510571016,376.5328369140625,3963108,0.0,0.0
2015-07-22 00:00:00+05:30,376.5329031281056,380.83978773535887,373.6359018880312,379.7196044921875,1401298,0.0,0.0
