Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-05-18 00:00:00+05:30,479.98573981274467,483.5677037927682,471.1086325195246,477.02667236328125,2241358,0.0,0.0
2015-05-19 00:00:00+05:30,476.55953029590984,485.8649097148857,474.4570522743804,482.2050476074219,1760702,0.0,0.0
2015-05-20 00:00:00+05:30,483.5288221669222,500.6989718033384,483.5288221669222,498.98583984375,2353164,0.0,0.0
2015-05-21 00:00:00+05:30,500.81587975014537,513.5474775051554,499.1416726016749,510.51055908203125,2427489,0.0,0.0
2015-05-22 00:00:00+05:30,509.9653740173304,520.944911435658,504.5923805834176,519.4264526367188,1589768,0.0,0.0
2015-05-25 00:00:00+05:30,517.7134235312515,520.8671645574573,491.08219174066767,504.9429016113281,1795055,0.0,0.0
2015-05-26 00:00:00+05:30,490.5759631018767,509.0698982188125,489.79727109695307,498.55755615234375,2608856,0.0,0.0
2015-05-27 00:00:00+05:30,448.72121643705395,450.5511234279768,424.4649442511589,427.5797119140625,22929044,0.0,0.0
2015-05-28 00:00:00+05:30,428.2806677880146,435.98973881923706,421.2724386787562,424.4650573730469,11498735,0.0,0.0
2015-05-29 00:00:00+05:30,428.2416593647643,433.65357807388506,425.8666583564699,431.70684814453125,4961544,0.0,0.0
2015-06-01 00:00:00+05:30,435.2888036621095,435.2888036621095,426.72319214103044,428.7477722167969,1842699,0.0,0.0
2015-06-02 00:00:00+05:30,429.0593037504291,434.4322977086117,423.80313260648103,427.81341552734375,2276829,0.0,0.0
2015-06-03 00:00:00+05:30,430.5387887480766,432.01827490416224,420.5325688929099,426.2170104980469,3675701,0.0,0.0
2015-06-04 00:00:00+05:30,429.72116113287314,435.91177203758264,426.72321594429957,433.9261169433594,2352012,0.0,0.0
2015-06-05 00:00:00+05:30,434.51012588128816,435.28881786315424,429.0592820082254,431.0060119628906,1385964,0.0,0.0
2015-06-08 00:00:00+05:30,432.09623171049515,432.52450282668315,425.4773493750376,428.7088928222656,1412942,0.0,0.0
2015-06-09 00:00:00+05:30,427.8522980076905,428.9814108316679,404.18004390617335,420.88299560546875,3680213,0.0,0.0
2015-06-10 00:00:00+05:30,420.8830165148212,435.13307028815905,420.8830165148212,433.18634033203125,2135795,0.0,0.0
2015-06-11 00:00:00+05:30,432.4076111589265,439.4158383982205,430.14943312059245,434.15966796875,2140594,0.0,0.0
2015-06-12 00:00:00+05:30,429.8380306624592,434.8995292119265,423.1412977465088,429.4097595214844,1974142,0.0,0.0
2015-06-15 00:00:00+05:30,429.05932489530494,436.8462454923159,425.16586459679945,431.434326171875,1749558,0.0,0.0
2015-06-16 00:00:00+05:30,432.1741069160595,432.1741069160595,425.438401373808,429.4097595214844,1591051,0.0,0.0
2015-06-17 00:00:00+05:30,431.0060351891028,433.26426106924134,425.3215929206723,427.6187438964844,1913683,0.0,0.0
2015-06-18 00:00:00+05:30,426.1002523717515,428.0080571898093,420.57151090865347,421.4281005859375,3012586,0.0,0.0
2015-06-19 00:00:00+05:30,424.34816374594254,428.7477444989747,422.08993820715995,423.7252197265625,2307788,0.0,0.0
2015-06-22 00:00:00+05:30,424.3871860707251,430.2273767047259,422.8687270003663,429.4097595214844,1939726,0.0,0.0
